"motion" "time" "V1" "V2" "RT" "Correct" "Onset" "Offset" "UK1" "UK2" "UK3" "run" "day" "direction" "response" "RToffset"
0.247 0.666 0 0 1.033 1 80.994 81.693 82.055 0.69926 0.36183 20 "020.txt" "left" "left" 0.33374
0.837 0.271 0 0 0.61653 1 85.492 85.792 86.155 0.29951 0.363 20 "020.txt" "left" "left" 0.31702
0.121 0.516 0 0 0.82831 1 91.041 91.59 91.956 0.54944 0.36548 20 "020.txt" "left" "left" 0.27887
0.026 2.02 180 180 2.4439 NA 97.955 100 100.37 2.049 0.36482 20 "020.txt" "right" "right" 0.3949
0.192 0.25 180 0 0.6014 0 111.12 111.4 111.77 0.28295 0.36546 20 "020.txt" "right" "left" 0.31845
0.026 1.83 0 0 2.1428 1 116.9 118.75 119.11 1.8491 0.36334 20 "020.txt" "left" "left" 0.2937
0.681 2.93 0 0 3.2599 1 122.56 125.51 125.88 2.9486 0.36668 20 "020.txt" "left" "left" 0.3113
0.681 3.3 180 180 3.6611 1 129.36 132.69 133.06 3.3319 0.36621 20 "020.txt" "right" "right" 0.3292
0.143 0.315 180 180 0.65172 1 141.94 142.27 142.64 0.33272 0.36348 20 "020.txt" "right" "right" 0.319
0.603 2.52 180 180 2.8774 1 153.04 155.59 155.95 2.5489 0.36492 20 "020.txt" "right" "right" 0.3285
0.216 1.02 0 NA NA NA 159.37 160.42 160.78 1.0492 0.36356 20 "020.txt" "left" NA NA
0.033 0.22 0 0 0.53758 1 165.45 165.7 166.07 0.24949 0.36618 20 "020.txt" "left" "left" 0.28809
0.096 0.271 180 180 0.62447 1 171.55 171.85 172.21 0.29945 0.36113 20 "020.txt" "right" "right" 0.32502
0.019 0.759 180 0 1.0359 0 175.85 176.63 177 0.78269 0.36556 20 "020.txt" "right" "left" 0.25321
0.173 1.69 180 180 2.0181 1 182.84 184.56 184.92 1.7157 0.364 20 "020.txt" "right" "right" 0.3024
0.76 0.423 180 180 0.7344 1 193.24 193.69 194.05 0.44943 0.36339 20 "020.txt" "right" "right" 0.28497
0.387 0.368 180 180 0.68667 1 203.29 203.69 204.05 0.39958 0.36472 20 "020.txt" "right" "right" 0.28709
0.051 0.25 0 180 0.60996 0 207.49 207.77 208.13 0.28288 0.36368 20 "020.txt" "left" "right" 0.32708
0.056 0.341 0 0 0.66962 1 211.7 212.07 212.43 0.36613 0.36505 20 "020.txt" "left" "left" 0.30349
0.45 2.52 0 0 2.8276 1 218.88 221.43 221.8 2.5489 0.36681 20 "020.txt" "left" "left" 0.2787
0.216 0.516 0 0 0.85044 1 227.88 228.43 228.8 0.54944 0.36536 20 "020.txt" "left" "left" 0.301
0.285 1.83 0 0 2.1594 1 238.51 240.36 240.72 1.849 0.36322 20 "020.txt" "left" "left" 0.3104
0.051 2.02 180 180 2.3589 1 246.86 248.91 249.27 2.0488 0.36187 20 "020.txt" "right" "right" 0.3101
0.056 0.588 180 0 0.92371 0 252.84 253.46 253.82 0.61623 0.36069 20 "020.txt" "right" "left" 0.30748
0.121 1.69 180 180 2.0243 1 257.74 259.45 259.82 1.7158 0.36182 20 "020.txt" "right" "right" 0.3085
0.039 1.83 180 180 2.1776 1 265.19 267.03 267.4 1.849 0.36484 20 "020.txt" "right" "right" 0.3286
0.075 0.484 0 0 0.80924 1 273.53 274.05 274.41 0.51604 0.3646 20 "020.txt" "left" "left" 0.2932
0.026 1.02 180 180 1.3685 1 278.56 279.61 279.98 1.0493 0.36382 20 "020.txt" "right" "right" 0.3192
0 1.09 0 180 1.4245 0 285.9 287.01 287.37 1.1158 0.36359 20 "020.txt" "left" "right" 0.3087
0.192 1.09 0 0 1.4095 1 291.06 292.18 292.54 1.1159 0.36458 20 "020.txt" "left" "left" 0.2936
0.033 2.24 0 0 2.5586 1 297.76 300.02 300.39 2.2655 0.36465 20 "020.txt" "left" "left" 0.293100000000000
0.019 0.423 0 0 0.7559 1 303.87 304.32 304.68 0.44946 0.35936 20 "020.txt" "left" "left" 0.30644
0.247 0.906 0 0 1.2087 1 309.52 310.45 310.82 0.93267 0.36211 20 "020.txt" "left" "left" 0.27603
0.051 1.56 0 0 1.8849 1 315.59 317.17 317.53 1.5825 0.36387 20 "020.txt" "left" "left" 0.3024
0.523 1.44 0 0 1.7852 1 322.68 324.15 324.51 1.4658 0.36417 20 "020.txt" "left" "left" 0.3194
0.011 0.625 0 0 0.9548 1 334.18 334.83 335.19 0.64931 0.35856 20 "020.txt" "left" "left" 0.30549
0.157 0.516 180 180 0.85125 1 342.76 343.31 343.67 0.54942 0.3633 20 "020.txt" "right" "right" 0.30183
0.76 1.44 0 0 1.7433 1 347.24 348.71 349.07 1.4658 0.36405 20 "020.txt" "left" "left" 0.2775
0.096 2.52 180 180 2.9097 1 352.72 355.27 355.64 2.5488 0.37026 20 "020.txt" "right" "right" 0.3609
0.285 1.25 180 180 1.5613 1 360.82 362.1 362.47 1.2825 0.36427 20 "020.txt" "right" "right" 0.2788
0.051 0.71 0 0 1.0084 1 375.48 376.22 376.58 0.73284 0.36476 20 "020.txt" "left" "left" 0.27556
0.019 0.805 0 0 1.1523 1 380.55 381.38 381.75 0.83271 0.36551 20 "020.txt" "left" "left" 0.31959
0.033 1.25 0 0 1.5707 1 387.16 388.45 388.81 1.2825 0.36579 20 "020.txt" "left" "left" 0.2882
0.111 0.484 180 180 0.81055 1 393.11 393.63 393.99 0.51604 0.36438 20 "020.txt" "right" "right" 0.29451
0.131 0.964 180 180 1.2777 1 398.83 399.81 400.18 0.98265 0.36673 20 "020.txt" "right" "right" 0.29505
0.103 0.271 180 180 0.58611 1 10.452 10.695 11.06 0.24287 0.36569 21 "021.txt" "right" "right" 0.34324
0.056 1.56 0 0 1.8414 1 15.96 17.525 17.889 1.5656 0.36414 21 "021.txt" "left" "left" 0.2758
0.247 1.09 0 0 1.4241 1 27.889 29.005 29.369 1.1159 0.36386 21 "021.txt" "left" "left" 0.3082
0.143 0.22 0 0 0.50075 1 34.32 34.57 34.934 0.24954 0.36457 21 "021.txt" "left" "left" 0.25121
0.331 0.551 180 180 0.86551 1 44.983 45.566 45.93 0.58281 0.364 21 "021.txt" "right" "right" 0.2827
0.157 1.44 180 180 1.7576 1 53.747 55.213 55.577 1.4658 0.36333 21 "021.txt" "right" "right" 0.2918
0.062 0.22 180 180 0.57574 1 60.495 60.745 61.108 0.24951 0.36313 21 "021.txt" "right" "right" 0.32623
0.033 0.315 0 0 0.66621 1 66.327 66.66 67.022 0.33282 0.36226 21 "021.txt" "left" "left" 0.33339
0.121 2.52 180 180 2.8508 1 72.308 74.857 75.221 2.5487 0.36376 21 "021.txt" "right" "right" 0.3021
0.247 1.83 0 0 2.1655 1 83.804 85.654 86.015 1.849 0.36198 21 "021.txt" "left" "left" 0.3165
0.76 0.805 180 180 1.1101 1 91.269 92.102 92.466 0.83264 0.36399 21 "021.txt" "right" "right" 0.27746
0.76 1.56 180 180 1.8619 1 95.884 97.466 97.825 1.5823 0.35852 21 "021.txt" "right" "right" 0.2796
0.216 0.453 0 0 0.7696 1 101.97 102.45 102.81 0.48276 0.35961 21 "021.txt" "left" "left" 0.28684
0.143 2.24 0 0 2.5311 1 108.93 111.2 111.56 2.2655 0.36105 21 "021.txt" "left" "left" 0.2656
0.131 0.71 180 180 1.0351 1 115.23 115.96 116.32 0.73267 0.36437 21 "021.txt" "right" "right" 0.30243
0.331 0.25 180 180 0.56628 1 119.91 120.19 120.55 0.28282 0.36116 21 "021.txt" "right" "right" 0.28346
0.033 0.293 0 0 0.59835 1 127.99 128.31 128.67 0.31602 0.3635 21 "021.txt" "left" "left" 0.28233
0.603 0.906 180 180 1.2081 1 134.9 135.84 136.2 0.93269 0.36416 21 "021.txt" "right" "right" 0.27541
0.103 2.02 180 180 2.3592 1 141.12 143.17 143.53 2.0488 0.36614 21 "021.txt" "right" "right" 0.3104
0.103 0.964 180 180 1.2408 1 147.88 148.87 149.23 0.9825 0.36493 21 "021.txt" "right" "right" 0.2583
0.103 1.25 180 180 1.5853 1 154.75 156.03 156.4 1.2825 0.3645 21 "021.txt" "right" "right" 0.3028
0.068 0.423 0 0 0.7516 1 159.98 160.43 160.79 0.44937 0.3588 21 "021.txt" "left" "left" 0.30223
0.026 0.71 180 0 1.01 0 167.38 168.11 168.48 0.73273 0.36488 21 "021.txt" "right" "left" 0.27727
0.096 1.02 0 0 1.3431 1 173.73 174.78 175.14 1.0493 0.36503 21 "021.txt" "left" "left" 0.2938
0.837 1.09 0 0 1.3913 1 178.81 179.92 180.29 1.1159 0.36587 21 "021.txt" "left" "left" 0.2754
0.026 1.25 180 NA NA NA 183.89 185.17 185.54 1.2825 0.36575 21 "021.txt" "right" NA NA
0.157 0.271 180 180 0.62836 1 190.27 190.57 190.94 0.29958 0.36572 21 "021.txt" "right" "right" 0.32878
0.603 0.71 0 0 1.0485 1 197.22 197.95 198.31 0.73266 0.36351 21 "021.txt" "left" "left" 0.31584
0.681 0.315 180 180 0.60096 1 201.77 202.1 202.46 0.33288 0.36346 21 "021.txt" "right" "right" 0.26808
0.76 0.368 180 180 0.67584 1 208.75 209.15 209.51 0.39947 0.36358 21 "021.txt" "right" "right" 0.27637
0.019 0.22 0 180 0.61807 NA 220.28 220.53 220.89 0.24948 0.3658 21 "021.txt" "left" "right" 0.36859
0.088 0.423 180 0 0.73579 0 224.34 224.79 225.16 0.44948 0.36486 21 "021.txt" "right" "left" 0.28631
0.76 3.3 180 180 3.6241 1 228.64 231.97 232.34 3.3318 0.36193 21 "021.txt" "right" "right" 0.2923
0.157 0.395 0 0 0.7163 1 239.62 240.04 240.4 0.41617 0.36646 21 "021.txt" "left" "left" 0.30013
0.387 1.25 0 0 1.5833 1 247.15 248.44 248.8 1.2824 0.36306 21 "021.txt" "left" "left" 0.3009
0.051 0.516 0 0 0.80789 1 252.98 253.52 253.88 0.53277 0.36116 21 "021.txt" "left" "left" 0.27512
0.011 1.69 0 0 1.9915 1 259.92 261.63 262 1.7156 0.36444 21 "021.txt" "left" "left" 0.2759
0.103 0.666 180 180 0.99877 1 269.41 270.11 270.47 0.69938 0.36335 21 "021.txt" "right" "right" 0.29939
0.096 0.964 180 180 1.2789 1 276.76 277.74 278.11 0.98245 0.36682 21 "021.txt" "right" "right" 0.29645
0.096 1.34 0 0 1.6771 1 287.29 288.66 289.02 1.3658 0.36497 21 "021.txt" "left" "left" 0.3113
0.039 3.3 0 0 3.6415 1 300.15 303.48 303.85 3.3319 0.36347 21 "021.txt" "left" "left" 0.3096
1 0.423 180 180 0.71821 1 307.82 308.27 308.63 0.4495 0.36418 21 "021.txt" "right" "right" 0.26871
0.192 0.341 180 180 0.73749 NA 322.15 322.51 322.88 0.3661 0.36432 21 "021.txt" "right" "right" 0.37139
0.681 0.588 0 0 0.88484 1 328.36 328.98 329.34 0.61608 0.36425 21 "021.txt" "left" "left" 0.26876
0.062 0.341 0 0 0.67482 1 332.79 333.16 333.52 0.36613 0.3619 21 "021.txt" "left" "left" 0.30869
0.76 0.906 0 0 1.254 1 336.99 337.92 338.29 0.93241 0.36646 21 "021.txt" "left" "left" 0.32159
0.011 0.759 0 0 1.0852 1 342.36 343.14 343.5 0.78264 0.36557 21 "021.txt" "left" "left" 0.30256
0 0.516 180 0 0.84019 0 349.1 349.65 350.01 0.54923 0.36189 21 "021.txt" "right" "left" 0.29096
0.045 0.341 180 180 0.69691 1 354 354.37 354.73 0.3661 0.35907 21 "021.txt" "right" "right" 0.33081
0.056 0.395 0 0 0.72606 1 360.7 361.12 361.48 0.41608 0.36357 21 "021.txt" "left" "left" 0.30998
0.285 0.964 0 0 1.2412 1 365.15 366.13 366.49 0.98233 0.36332 21 "021.txt" "left" "left" 0.25887
0.285 2.02 180 180 2.308 1 369.95 371.98 372.34 2.0323 0.36362 21 "021.txt" "right" "right" 0.275700000000000
0.111 1.56 0 0 1.8608 1 381.89 383.48 383.84 1.5825 0.36604 21 "021.txt" "left" "left" 0.2783
0.603 0.293 180 180 0.61837 1 399.39 399.7 400.07 0.31614 0.36535 21 "021.txt" "right" "right" 0.30223
0 1.69 0 0 1.9345 1 10.467 12.111 12.475 1.6432 0.36453 22 "022.txt" "left" "left" 0.2913
0.603 0.484 0 0 0.76855 1 16.108 16.608 16.972 0.49947 0.36371 22 "022.txt" "left" "left" 0.26908
0.088 0.341 180 180 0.65749 1 22.407 22.773 23.137 0.36614 0.36394 22 "022.txt" "right" "right" 0.29135
0.387 1.25 180 180 1.5432 1 26.722 28.004 28.369 1.2826 0.36484 22 "022.txt" "right" "right" 0.2606
0.019 0.484 180 0 0.80761 0 33.236 33.752 34.115 0.51609 0.36266 22 "022.txt" "right" "left" 0.29152
1 1.69 180 180 2.0092 1 41.434 43.15 43.514 1.7157 0.3641 22 "022.txt" "right" "right" 0.2935
0.068 0.25 180 0 0.59126 0 46.949 47.231 47.594 0.28275 0.36285 22 "022.txt" "right" "left" 0.30851
0 1.02 0 180 1.3422 0 52.847 53.896 54.26 1.0492 0.36374 22 "022.txt" "left" "right" 0.293
0.216 0.759 0 0 1.0841 1 59.145 59.928 60.3 0.78264 0.37258 22 "022.txt" "left" "left" 0.30146
0.837 0.805 0 0 1.0995 1 66.343 67.175 67.538 0.83277 0.36248 22 "022.txt" "left" "left" 0.26673
0.285 1.25 0 0 1.5753 1 70.958 72.24 72.604 1.2825 0.36333 22 "022.txt" "left" "left" 0.2928
0.285 0.315 0 0 0.67196 1 85.853 86.186 86.554 0.33279 0.36769 22 "022.txt" "left" "left" 0.33917
0.143 0.484 180 180 0.80211 1 90.535 91.051 91.415 0.516 0.36458 22 "022.txt" "right" "right" 0.28611
0.045 0.551 180 0 0.86019 0 95.55 96.133 96.497 0.58283 0.36442 22 "022.txt" "right" "left" 0.27736
0.019 0.395 0 180 0.72086 0 101.3 101.71 102.08 0.41615 0.36672 22 "022.txt" "left" "right" 0.30471
0.056 2.52 180 180 2.8658 1 108.28 110.83 111.19 2.5488 0.36271 22 "022.txt" "right" "right" 0.317
0.033 0.71 0 0 1.0081 1 116.66 117.39 117.76 0.73263 0.36368 22 "022.txt" "left" "left" 0.27547
0.056 2.24 0 0 2.5614 1 125.09 127.36 127.72 2.2656 0.36634 22 "022.txt" "left" "left" 0.2958
0.062 0.71 0 0 1.0491 1 131.17 131.9 132.27 0.73264 0.36345 22 "022.txt" "left" "left" 0.31646
0.062 1.69 0 0 1.9848 1 138.94 140.65 141.02 1.7158 0.3643 22 "022.txt" "left" "left" 0.269
0.026 1.09 0 0 1.378 1 144.45 145.57 145.93 1.116 0.3661 22 "022.txt" "left" "left" 0.262
0.026 1.17 180 180 1.5087 1 151.13 152.33 152.7 1.1991 0.36372 22 "022.txt" "right" "right" 0.3096
0 0.293 180 180 0.63472 1 161.71 162.03 162.39 0.31617 0.36445 22 "022.txt" "right" "right" 0.31855
0.051 1.09 180 180 1.458 1 172.26 173.37 173.74 1.1158 0.36202 22 "022.txt" "right" "right" 0.3422
0.157 1.25 0 0 1.5525 1 180.89 182.17 182.53 1.2824 0.35864 22 "022.txt" "left" "left" 0.2701
0.088 3.3 180 180 3.6235 1 186.2 189.54 189.9 3.3318 0.36394 22 "022.txt" "right" "right" 0.2917
0.247 0.625 0 0 0.94373 1 193.35 194 194.37 0.6493 0.3652 22 "022.txt" "left" "left" 0.29443
0.121 0.453 0 0 0.79162 1 209.58 210.06 210.43 0.48282 0.36608 22 "022.txt" "left" "left" 0.3088
0.523 0.805 180 180 1.1094 1 214.1 214.93 215.29 0.83258 0.36406 22 "022.txt" "right" "right" 0.27682
0.603 2.02 0 0 2.3806 1 220.21 222.26 222.62 2.0489 0.3603 22 "022.txt" "left" "left" 0.331700000000000
0.918 2.52 180 180 2.8439 1 227.31 229.86 230.22 2.5488 0.36642 22 "022.txt" "right" "right" 0.2951
0.026 0.453 180 180 0.82093 1 233.71 234.19 234.56 0.48276 0.36692 22 "022.txt" "right" "right" 0.33817
0.131 0.588 0 0 0.8937 1 238.22 238.84 239.2 0.61599 0.36522 22 "022.txt" "left" "left" 0.27771
0.062 0.453 180 180 0.79282 1 242.8 243.29 243.65 0.48282 0.36412 22 "022.txt" "right" "right" 0.31
0.111 0.71 0 0 1.0096 1 247.97 248.7 249.07 0.73248 0.36452 22 "022.txt" "left" "left" 0.27712
0.103 0.22 0 0 0.59656 1 257.5 257.75 258.11 0.24957 0.36694 22 "022.txt" "left" "left" 0.34699
1 0.551 180 180 0.86148 1 263.65 264.23 264.6 0.58281 0.36635 22 "022.txt" "right" "right" 0.27867
0.143 1.34 0 0 1.7281 1 271.11 272.48 272.85 1.3658 0.37229 22 "022.txt" "left" "left" 0.3623
0.121 1.09 180 180 1.4183 1 278.99 280.11 280.47 1.1158 0.36495 22 "022.txt" "right" "right" 0.3025
0.075 0.805 180 0 1.0971 0 291.04 291.94 292.3 0.89953 0.35963 22 "022.txt" "right" "left" 0.19757
0.331 0.368 0 0 0.66747 1 298.49 298.88 299.25 0.39942 0.36371 22 "022.txt" "left" "left" 0.26805
0.603 0.341 0 0 0.63731 1 305.17 305.53 305.9 0.36626 0.36873 22 "022.txt" "left" "left" 0.27105
0.011 1.09 180 180 1.4212 1 311.11 312.23 312.59 1.1159 0.35853 22 "022.txt" "right" "right" 0.3053
0.216 0.271 0 0 0.56852 1 318.56 318.86 319.23 0.29952 0.37062 22 "022.txt" "left" "left" 0.269
0.056 1.09 0 180 1.4247 0 328.61 329.73 330.09 1.1158 0.36279 22 "022.txt" "left" "right" 0.3089
0.285 2.93 180 180 3.2441 1 334.04 336.99 337.36 2.9486 0.36662 22 "022.txt" "right" "right" 0.2955
0.039 0.293 180 0 0.62059 0 345.04 345.35 345.72 0.31615 0.36672 22 "022.txt" "right" "left" 0.30444
0.603 0.964 180 180 1.2842 1 349.89 350.87 351.23 0.98267 0.36385 22 "022.txt" "right" "right" 0.30153
0.056 0.484 0 180 0.81628 0 354.72 355.23 355.6 0.51603 0.3637 22 "022.txt" "left" "right" 0.30025
0.033 0.516 0 0 0.83471 1 359.65 360.2 360.56 0.54954 0.36534 22 "022.txt" "left" "left" 0.28517
0.131 0.341 0 0 0.66802 1 371.48 371.85 372.21 0.3662 0.3648 22 "022.txt" "left" "left" 0.30182
0.523 1.09 180 180 1.3862 1 377.39 378.51 378.88 1.116 0.36658 22 "022.txt" "right" "right" 0.2702
0.387 3.3 180 180 3.6273 1 385.07 388.41 388.77 3.3318 0.36541 22 "022.txt" "right" "right" 0.2955
0.131 1.34 180 180 1.669 1 398.59 399.95 400.31 1.3658 0.35918 22 "022.txt" "right" "right" 0.3032
0.075 1.02 0 0 1.2642 1 10.465 11.441 11.803 0.97655 0.36153 23 "023.txt" "left" "left" 0.28765
0.081 0.368 0 0 0.66014 1 15.306 15.689 16.055 0.38272 0.36661 23 "023.txt" "left" "left" 0.27742
0.173 1.02 180 180 1.3268 1 26.752 27.801 28.161 1.0492 0.35956 23 "023.txt" "right" "right" 0.2776
0.081 2.93 0 0 3.3577 NA 43.03 45.979 46.344 2.9487 0.36497 23 "023.txt" "left" "left" 0.409
0.081 0.341 0 0 0.6365 1 51.495 51.86 52.219 0.36597 0.35855 23 "023.txt" "left" "left" 0.27053
0.918 0.516 180 180 0.82461 1 55.626 56.176 56.543 0.54943 0.367 23 "023.txt" "right" "right" 0.27518
0.918 1.34 180 180 1.619 1 62.974 64.34 64.699 1.3658 0.35879 23 "023.txt" "right" "right" 0.2532
0.039 0.315 180 180 0.7003 NA 77.653 77.986 78.35 0.33281 0.36497 23 "023.txt" "right" "right" 0.36749
0.051 3.3 180 180 3.6531 1 88.716 92.048 92.414 3.3319 0.3661 23 "023.txt" "right" "right" 0.3212
0.387 3.3 0 0 3.5835 1 97.247 100.58 100.94 3.3319 0.36384 23 "023.txt" "left" "left" 0.2516
0.837 0.759 180 180 1.0265 1 104.63 105.39 105.76 0.76605 0.36414 23 "023.txt" "right" "right" 0.26045
0.011 0.368 0 180 0.76751 NA 112.99 113.39 113.76 0.39947 0.36579 23 "023.txt" "left" "right" 0.36804
0.088 0.293 180 0 0.63498 0 117.69 118.01 118.37 0.31617 0.36673 23 "023.txt" "right" "left" 0.31881
0.681 0.964 180 180 1.2527 1 127.57 128.55 128.92 0.98249 0.36526 23 "023.txt" "right" "right" 0.27021
0.603 0.395 0 0 0.66737 1 132.37 132.78 133.15 0.41618 0.36401 23 "023.txt" "left" "left" 0.25119
0.056 0.315 180 180 0.66297 1 136.63 136.97 137.33 0.33278 0.35897 23 "023.txt" "right" "right" 0.33019
0.131 0.484 0 0 0.80132 1 140.88 141.4 141.77 0.51608 0.36678 23 "023.txt" "left" "left" 0.28524
0.681 1.56 180 180 1.8997 1 147.25 148.83 149.19 1.5824 0.36514 23 "023.txt" "right" "right" 0.3173
0.603 1.17 0 0 1.4852 1 152.78 153.98 154.34 1.1993 0.36459 23 "023.txt" "left" "left" 0.2859
0.088 1.25 180 180 1.5692 1 160.46 161.74 162.11 1.2825 0.36614 23 "023.txt" "right" "right" 0.2867
0.681 1.02 0 0 1.3022 1 167.94 168.99 169.36 1.0492 0.36801 23 "023.txt" "left" "left" 0.253
0.143 1.83 0 0 2.1276 1 176.42 178.27 178.64 1.8491 0.36531 23 "023.txt" "left" "left" 0.2785
0.039 0.854 0 0 1.1684 1 182.77 183.65 184.02 0.88245 0.36466 23 "023.txt" "left" "left" 0.28595
0.011 0.71 0 0 1.0451 1 187.67 188.4 188.77 0.73267 0.366 23 "023.txt" "left" "left" 0.31243
0.837 0.964 180 180 1.2577 1 192.42 193.4 193.76 0.98256 0.36183 23 "023.txt" "right" "right" 0.27514
0.173 1.44 0 0 1.7509 1 203.45 204.91 205.28 1.4658 0.36393 23 "023.txt" "left" "left" 0.2851
0.837 0.341 180 180 0.66346 1 210.41 210.78 211.14 0.36618 0.35961 23 "023.txt" "right" "right" 0.29728
0.192 1.25 0 0 1.5501 1 214.58 215.86 216.22 1.2825 0.36329 23 "023.txt" "left" "left" 0.2676
0.918 0.964 180 180 1.25 1 220.52 221.51 221.87 0.98263 0.3644 23 "023.txt" "right" "right" 0.26737
0.121 1.02 0 0 1.3328 1 225.44 226.49 226.85 1.0492 0.36399 23 "023.txt" "left" "left" 0.2836
0.096 0.22 0 0 0.58545 1 230.34 230.59 230.95 0.24954 0.36428 23 "023.txt" "left" "left" 0.33591
0.285 0.484 180 180 0.8092 1 237.07 237.58 237.95 0.51608 0.36347 23 "023.txt" "right" "right" 0.29312
0.918 3.3 180 180 3.601 1 243.85 247.18 247.55 3.332 0.36444 23 "023.txt" "right" "right" 0.269
0.011 0.805 180 180 1.1281 1 252.71 253.55 253.91 0.83259 0.35911 23 "023.txt" "right" "right" 0.29551
0.096 0.551 0 0 0.86204 1 258.56 259.14 259.51 0.58276 0.36523 23 "023.txt" "left" "left" 0.27928
0.331 1.83 180 180 1.096 NA 267.81 269.66 270.02 1.849 0.35956 23 "023.txt" "right" "right" -0.753
0.068 0.484 180 0 0.80987 0 276.12 276.64 277 0.51602 0.3657 23 "023.txt" "right" "left" 0.29385
0.033 1.69 180 0 2.0187 0 281.77 283.49 283.85 1.7157 0.36363 23 "023.txt" "right" "left" 0.303
0.76 0.551 180 180 0.86632 1 289.92 290.5 290.86 0.58271 0.3623 23 "023.txt" "right" "right" 0.28361
0.131 0.395 0 0 0.70913 1 295.72 296.13 296.5 0.41609 0.3676 23 "023.txt" "left" "left" 0.29304
0.068 0.453 180 180 0.80904 1 300.53 301.01 301.38 0.48281 0.36327 23 "023.txt" "right" "right" 0.32623
0.681 1.44 180 180 1.7585 1 308.58 310.05 310.41 1.4657 0.36308 23 "023.txt" "right" "right" 0.2928
0.387 0.759 180 180 1.0238 1 315.83 316.61 316.97 0.78263 0.36249 23 "023.txt" "right" "right" 0.24117
0.011 0.666 180 0 1.0285 0 322.36 323.06 323.42 0.69934 0.36422 23 "023.txt" "right" "left" 0.32916
1 2.93 0 0 3.2199 1 327.54 330.49 330.86 2.9486 0.36662 23 "023.txt" "left" "left" 0.2713
0.051 0.341 0 0 0.67797 1 334.29 334.65 335.02 0.36611 0.36556 23 "023.txt" "left" "left" 0.31186
0.523 0.854 180 180 1.1516 1 338.99 339.87 340.23 0.88272 0.36451 23 "023.txt" "right" "right" 0.26888
0.331 3.3 180 180 3.6583 1 346.8 350.13 350.5 3.3318 0.36286 23 "023.txt" "right" "right" 0.3265
0.068 2.02 180 180 2.3502 1 360.13 362.18 362.54 2.0489 0.3633 23 "023.txt" "right" "right" 0.3013
0.157 0.453 180 180 0.77993 1 368.53 369.01 369.37 0.48279 0.35979 23 "023.txt" "right" "right" 0.29714
0.45 0.906 0 0 1.2094 1 374.56 375.49 375.86 0.93252 0.36412 23 "023.txt" "left" "left" 0.27688
0.681 0.666 180 180 0.96812 1 380.69 381.37 381.74 0.68271 0.36488 23 "023.txt" "right" "right" 0.28541
0.45 0.484 0 0 0.80909 1 389.3 389.82 390.19 0.51601 0.36573 23 "023.txt" "left" "left" 0.29308
0.918 0.71 0 0 0.98285 1 399.03 399.77 400.13 0.73267 0.3643 23 "023.txt" "left" "left" 0.25018
0.088 1.02 0 0 1.2312 1 10.467 11.443 11.808 0.97649 0.36452 24 "024.txt" "left" "left" 0.25471
0.523 0.666 0 0 0.93503 1 15.308 15.991 16.356 0.68273 0.36542 24 "024.txt" "left" "left" 0.2523
0.285 1.69 0 0 1.9798 1 22.722 24.438 24.798 1.7158 0.36029 24 "024.txt" "left" "left" 0.264
0.247 0.484 0 0 0.79295 1 31.636 32.152 32.516 0.51615 0.36365 24 "024.txt" "left" "left" 0.2768
0.045 0.271 180 0 0.58952 0 39.833 40.133 40.493 0.29956 0.35976 24 "024.txt" "right" "left" 0.28996
0.157 2.24 0 0 2.5448 1 43.932 46.198 46.556 2.2656 0.35849 24 "024.txt" "left" "left" 0.2792
0.103 2.93 0 0 3.2348 1 52.296 55.245 55.61 2.9486 0.36547 24 "024.txt" "left" "left" 0.2862
0.173 0.854 0 0 1.1574 1 67.975 68.857 69.22 0.88265 0.36321 24 "024.txt" "left" "left" 0.27475
0.062 1.02 180 180 1.3513 1 73.973 75.022 75.387 1.0492 0.36561 24 "024.txt" "right" "right" 0.3021
0.051 0.588 0 0 0.90277 1 79.454 80.07 80.436 0.61607 0.36538 24 "024.txt" "left" "left" 0.2867
0.918 3.3 0 0 3.6267 1 86.685 90.017 90.382 3.3318 0.36455 24 "024.txt" "left" "left" 0.2949
0.039 1.25 0 0 1.5595 1 100.31 101.6 101.96 1.2823 0.36426 24 "024.txt" "left" "left" 0.2772
0.062 0.588 0 0 0.91312 1 107.03 107.64 108 0.61606 0.35909 24 "024.txt" "left" "left" 0.29706
0.192 0.453 180 180 0.79118 1 111.41 111.89 112.26 0.48271 0.36198 24 "024.txt" "right" "right" 0.30847
0.192 1.83 0 0 2.1409 1 117.94 119.79 120.15 1.8491 0.36205 24 "024.txt" "left" "left" 0.2918
0.603 0.293 0 0 0.5834 1 123.62 123.94 124.31 0.3161 0.36672 24 "024.txt" "left" "left" 0.2673
0.143 1.56 0 0 1.8669 1 131.27 132.85 133.22 1.5824 0.36363 24 "024.txt" "left" "left" 0.2845
0.523 1.17 0 0 1.4766 1 138 139.2 139.56 1.1991 0.35881 24 "024.txt" "left" "left" 0.2775
0 2.52 0 0 2.8334 1 145.37 147.92 148.28 2.5489 0.36327 24 "024.txt" "left" "left" 0.2845
0.157 0.341 0 0 0.65305 1 151.85 152.21 152.58 0.36618 0.36592 24 "024.txt" "left" "left" 0.28687
0.131 1.09 180 180 1.4017 1 156.01 157.13 157.49 1.1159 0.36406 24 "024.txt" "right" "right" 0.2858
0.157 0.906 180 180 1.2013 1 166.78 167.71 168.08 0.93241 0.36657 24 "024.txt" "right" "right" 0.26889
