"motion" "time" "V1" "V2" "RT" "Correct" "Onset" "Offset" "UK1" "UK2" "UK3" "run" "day" "direction" "response" "RToffset"
0.837 0.625 0 0 0.90418 1 254.4 255.04 255.4 0.63931 0.36121 57 "057.txt" "left" "left" 0.26487
0.075 0.293 0 180 0.61131 0 258.97 259.28 259.63 0.30612 0.35854 57 "057.txt" "left" "right" 0.30519
0.096 3.3 0 0 3.5706 1 270.46 273.76 274.13 3.3052 0.36288 57 "057.txt" "left" "left" 0.2654
0.76 2.52 180 180 2.7985 1 279.3 281.83 282.19 2.5321 0.36408 57 "057.txt" "right" "right" 0.266400000000000
0.033 2.02 0 0 2.3325 1 285.61 287.64 288 2.0256 0.36085 57 "057.txt" "left" "left" 0.3069
0.681 0.368 180 180 0.64822 1 294.17 294.54 294.91 0.37283 0.36193 57 "057.txt" "right" "right" 0.27539
0.603 1.25 180 180 1.4902 1 301.38 302.64 302.99 1.2525 0.35927 57 "057.txt" "right" "right" 0.2377
0.068 0.964 0 0 1.2264 1 306.47 307.45 307.81 0.97255 0.35898 57 "057.txt" "left" "left" 0.25385
0.096 0.22 0 0 0.54741 1 311.46 311.69 312.05 0.22622 0.36593 57 "057.txt" "left" "left" 0.32119
0 0.341 180 180 0.6362 1 322.52 322.87 323.23 0.34614 0.36102 57 "057.txt" "right" "right" 0.29006
0.523 1.09 180 180 1.3727 1 329.39 330.48 330.84 1.0926 0.35934 57 "057.txt" "right" "right" 0.2801
0.051 2.24 0 0 2.5248 1 334.81 337.06 337.42 2.2523 0.35907 57 "057.txt" "left" "left" 0.2725
0.603 0.453 180 180 0.75313 1 343.3 343.77 344.14 0.46606 0.36644 57 "057.txt" "right" "right" 0.28707
0.033 2.24 180 180 2.5485 1 349.57 351.82 352.18 2.2523 0.36165 57 "057.txt" "right" "right" 0.2962
0.192 2.24 0 0 2.4998 1 355.63 357.88 358.25 2.2523 0.36343 57 "057.txt" "left" "left" 0.2475
0.45 0.625 180 180 0.922 1 367.97 368.6 368.97 0.6261 0.36636 57 "057.txt" "right" "right" 0.2959
0.157 1.02 0 0 1.3139 1 378.27 379.29 379.66 1.0259 0.36643 57 "057.txt" "left" "left" 0.288
0.76 1.69 0 0 1.9544 1 383.1 384.8 385.16 1.6924 0.36685 57 "057.txt" "left" "left" 0.262
0.285 1.56 180 180 1.8682 1 392.79 394.37 394.73 1.5724 0.36652 57 "057.txt" "right" "right" 0.2958
0.603 0.516 0 0 0.80454 1 398.17 398.68 399.05 0.51946 0.36361 57 "057.txt" "left" "left" 0.28508
0 1.02 180 0 1.2618 0 10.452 11.432 11.797 0.97996 0.3651 58 "058.txt" "right" "left" 0.28184
0.131 1.17 0 0 1.4291 1 15.417 16.603 16.969 1.1859 0.36589 58 "058.txt" "left" "left" 0.2432
0.011 0.759 0 180 1.0491 0 20.602 21.361 21.723 0.75931 0.36153 58 "058.txt" "left" "right" 0.28979
0.331 0.805 180 180 1.0436 1 25.16 25.973 26.334 0.81263 0.36081 58 "058.txt" "right" "right" 0.23097
0.068 1.44 180 180 1.7803 1 33.758 35.21 35.576 1.4524 0.36555 58 "058.txt" "right" "right" 0.3279
0.121 0.588 0 0 0.85948 1 39.663 40.262 40.629 0.59938 0.36694 58 "058.txt" "left" "left" 0.2601
0.216 1.17 180 180 1.4514 1 45.421 46.593 46.96 1.1727 0.36688 58 "058.txt" "right" "right" 0.2787
0.019 1.83 0 180 2.11 0 51.672 53.511 53.87 1.839 0.35944 58 "058.txt" "left" "right" 0.271
0.056 2.52 0 0 2.8201 1 59.283 61.815 62.178 2.5321 0.363 58 "058.txt" "left" "left" 0.288
0.011 1.34 0 0 1.6148 1 68 69.346 69.705 1.3458 0.35867 58 "058.txt" "left" "left" 0.269
0.039 2.52 180 0 2.826 0 78.717 81.249 81.614 2.5319 0.36505 58 "058.txt" "right" "left" 0.2941
0.157 1.25 180 180 1.5343 1 87.501 88.767 89.133 1.2659 0.36644 58 "058.txt" "right" "right" 0.2684
0.247 1.44 0 0 1.7041 1 93.952 95.404 95.77 1.4525 0.36592 58 "058.txt" "left" "left" 0.2516
0.039 0.625 0 0 0.91157 1 101.79 102.42 102.78 0.62608 0.3679 58 "058.txt" "left" "left" 0.28549
0.096 2.93 0 0 3.2233 1 106.21 109.15 109.51 2.9319 0.36194 58 "058.txt" "left" "left" 0.2914
0.285 2.93 180 180 3.2259 1 124.01 126.94 127.31 2.932 0.3648 58 "058.txt" "right" "right" 0.2939
0.45 0.484 180 180 0.76437 1 133.63 134.13 134.49 0.49285 0.35986 58 "058.txt" "right" "right" 0.27152
0.045 2.93 180 180 3.2125 1 142.62 145.55 145.91 2.9319 0.36212 58 "058.txt" "right" "right" 0.2806
0.096 1.34 180 0 1.6612 0 158.54 159.89 160.25 1.3458 0.3612 58 "058.txt" "right" "left" 0.3154
0.081 0.315 180 180 0.63223 1 163.73 164.05 164.42 0.31948 0.36686 58 "058.txt" "right" "right" 0.31275
0.216 1.83 180 180 2.1454 1 169.51 171.35 171.71 1.839 0.36046 58 "058.txt" "right" "right" 0.3064
0 1.44 0 0 1.7142 1 175.15 176.61 176.97 1.4525 0.36036 58 "058.txt" "left" "left" 0.2617
0.062 0.368 180 0 0.6622 0 180.38 180.75 181.11 0.37277 0.36105 58 "058.txt" "right" "left" 0.28943
0.192 0.666 180 180 0.95997 1 186.46 187.14 187.5 0.67917 0.36283 58 "058.txt" "right" "right" 0.2808
0.111 0.625 0 0 0.89702 1 191.44 192.07 192.43 0.626 0.36185 58 "058.txt" "left" "left" 0.27102
0.173 2.02 180 180 2.3044 1 202.89 204.92 205.28 2.0256 0.35911 58 "058.txt" "right" "right" 0.2788
0.192 0.516 180 180 0.81623 1 211.03 211.55 211.91 0.51938 0.35994 58 "058.txt" "right" "right" 0.29685
0.131 0.315 180 180 0.60712 1 218.98 219.3 219.66 0.31952 0.35919 58 "058.txt" "right" "right" 0.2876
0.192 0.484 0 0 0.77991 1 223.56 224.06 224.42 0.49275 0.35868 58 "058.txt" "left" "left" 0.28716
0.068 0.759 0 0 1.0214 1 231.36 232.12 232.48 0.75935 0.35908 58 "058.txt" "left" "left" 0.26205
0.096 0.964 180 0 1.2597 0 237.55 238.52 238.88 0.97265 0.35907 58 "058.txt" "right" "left" 0.28705
0.387 2.93 0 0 3.2046 1 243.66 246.61 246.97 2.9455 0.36483 58 "058.txt" "left" "left" 0.2591
0.062 0.666 0 0 0.90979 1 250.42 251.09 251.45 0.66605 0.36615 58 "058.txt" "left" "left" 0.24374
0.056 2.93 180 180 3.2264 1 256.75 259.69 260.05 2.9319 0.36607 58 "058.txt" "right" "right" 0.2945
0.011 0.906 0 0 1.175 1 264.06 264.98 265.34 0.91927 0.36192 58 "058.txt" "left" "left" 0.25573
0.143 0.395 0 0 0.67184 1 269.46 269.86 270.22 0.39945 0.35946 58 "058.txt" "left" "left" 0.27239
0.121 0.759 180 180 1.0523 1 279.64 280.41 280.77 0.77272 0.35866 58 "058.txt" "right" "right" 0.27958
0.051 0.516 180 0 0.84218 0 285.4 285.92 286.28 0.51934 0.36004 58 "058.txt" "right" "left" 0.32284
0.075 1.25 180 180 1.547 1 289.94 291.2 291.56 1.2525 0.36612 58 "058.txt" "right" "right" 0.2945
0.285 0.395 0 0 0.66746 1 301.02 301.42 301.78 0.39953 0.36458 58 "058.txt" "left" "left" 0.26793
0.681 0.395 0 0 0.6375 1 305.35 305.75 306.11 0.39938 0.36009 58 "058.txt" "left" "left" 0.23812
0.045 0.22 180 0 0.55563 0 316.24 316.47 316.83 0.2261 0.35905 58 "058.txt" "right" "left" 0.32953
0.056 0.271 180 180 0.62092 1 321.97 322.27 322.63 0.29256 0.3651 58 "058.txt" "right" "right" 0.32836
0.081 2.02 180 180 2.3133 1 328.65 330.68 331.03 2.0256 0.35861 58 "058.txt" "right" "right" 0.2877
0.019 0.315 180 0 0.60019 0 334.69 335.01 335.37 0.31948 0.36011 58 "058.txt" "right" "left" 0.28071
0.131 1.34 0 0 1.6061 1 344.05 345.39 345.76 1.3458 0.36538 58 "058.txt" "left" "left" 0.2603
0.285 0.625 0 0 0.88562 1 352.86 353.48 353.85 0.62613 0.36645 58 "058.txt" "left" "left" 0.25949
0.111 1.44 0 0 1.7063 1 357.32 358.77 359.13 1.4524 0.35865 58 "058.txt" "left" "left" 0.2539
0.76 0.805 180 180 1.0729 1 365.6 366.41 366.78 0.81258 0.36544 58 "058.txt" "right" "right" 0.26032
0.096 0.71 0 0 0.98466 1 371.04 371.76 372.12 0.71933 0.36072 58 "058.txt" "left" "left" 0.26533
0.075 1.44 0 0 1.5773 1 378.1 379.55 379.91 1.4524 0.3597 58 "058.txt" "left" "left" 0.1249
0.088 2.24 0 0 2.5395 1 385.95 388.2 388.57 2.2522 0.36669 58 "058.txt" "left" "left" 0.287300000000000
0.216 0.759 180 180 1.0252 1 393.66 394.43 394.8 0.77269 0.36651 58 "058.txt" "right" "right" 0.25251
0.331 0.315 0 0 0.60976 1 398.38 398.69 399.06 0.31959 0.36261 58 "058.txt" "left" "left" 0.29017
0.76 0.25 0 0 0.49362 1 10.462 10.669 11.034 0.20644 0.36511 59 "059.txt" "left" "left" 0.28718
0.075 0.453 0 0 0.79612 1 16.72 17.186 17.547 0.46616 0.36132 59 "059.txt" "left" "left" 0.32996
0.157 1.09 180 180 1.3634 1 23.878 24.97 25.33 1.0926 0.35973 59 "059.txt" "right" "right" 0.2708
0.173 0.25 180 180 0.53337 1 32.142 32.394 32.754 0.25285 0.35992 59 "059.txt" "right" "right" 0.28052
0.011 0.666 0 0 0.95498 1 38.313 38.979 39.339 0.66602 0.36025 59 "059.txt" "left" "left" 0.28896
0.096 0.315 180 0 0.64015 0 47.217 47.536 47.903 0.31962 0.36666 59 "059.txt" "right" "left" 0.32053
0.103 1.02 0 0 0.4993 NA 57.174 58.2 58.568 1.0259 0.36807 59 "059.txt" "left" "left" -0.5266
0.131 0.854 180 180 1.1321 1 61.999 62.865 63.228 0.86596 0.36284 59 "059.txt" "right" "right" 0.26614
0.103 0.423 180 180 0.71827 1 67.584 68.01 68.373 0.4261 0.36361 59 "059.txt" "right" "right" 0.29217
0.216 0.964 180 180 1.2498 1 73.315 74.288 74.646 0.97267 0.35858 59 "059.txt" "right" "right" 0.27713
1 1.34 180 180 1.5978 1 88.337 89.683 90.048 1.3459 0.36534 59 "059.txt" "right" "right" 0.2519
0.045 0.854 0 0 1.1188 1 95.348 96.214 96.574 0.86607 0.36003 59 "059.txt" "left" "left" 0.25273
0.088 1.09 0 0 1.3471 1 103.92 105.01 105.37 1.0926 0.35944 59 "059.txt" "left" "left" 0.2545
0.837 0.666 180 180 0.92905 1 108.86 109.54 109.91 0.67938 0.36421 59 "059.txt" "right" "right" 0.24967
0.918 1.34 180 180 1.6171 1 116.55 117.9 118.26 1.3458 0.36187 59 "059.txt" "right" "right" 0.2713
0.837 0.588 0 0 0.83414 1 121.7 122.3 122.66 0.59945 0.36525 59 "059.txt" "left" "left" 0.23469
0.033 2.52 180 0 2.8341 0 132.31 134.84 135.21 2.5321 0.36751 59 "059.txt" "right" "left" 0.302
0.918 0.588 0 0 0.86844 1 138.61 139.21 139.57 0.59947 0.35999 59 "059.txt" "left" "left" 0.26897
0.331 0.516 0 0 0.80766 1 144.44 144.96 145.32 0.51941 0.36036 59 "059.txt" "left" "left" 0.28825
0.45 0.271 180 180 0.58829 1 152.8 153.08 153.44 0.27951 0.36227 59 "059.txt" "right" "right" 0.30878
0.111 2.24 0 0 2.5564 1 157.45 159.7 160.06 2.2522 0.35891 59 "059.txt" "left" "left" 0.3042
0.45 0.341 0 0 0.63592 1 163.74 164.09 164.45 0.34593 0.3619 59 "059.txt" "left" "left" 0.28999
0.76 2.24 180 180 2.5166 1 175.71 177.96 178.32 2.2522 0.36325 59 "059.txt" "right" "right" 0.2644
0.103 1.09 180 180 1.3637 1 184.65 185.75 186.11 1.0925 0.36168 59 "059.txt" "right" "right" 0.2712
0.285 1.25 180 180 1.5408 1 192.38 193.64 194 1.2525 0.35911 59 "059.txt" "right" "right" 0.2883
1 0.551 0 0 0.82619 1 197.6 198.16 198.52 0.5594 0.36212 59 "059.txt" "left" "left" 0.26679
0.051 0.484 180 180 0.76435 1 203.5 203.99 204.36 0.49279 0.36222 59 "059.txt" "right" "right" 0.27156
0.681 1.17 180 180 1.4249 1 207.81 208.98 209.34 1.1724 0.35979 59 "059.txt" "right" "right" 0.2525
0.387 1.44 180 180 1.7149 1 215.67 217.12 217.48 1.4524 0.36103 59 "059.txt" "right" "right" 0.2625
0.143 0.805 0 0 1.0758 1 223.57 224.39 224.75 0.81263 0.36184 59 "059.txt" "left" "left" 0.26317
0.76 0.315 0 0 0.58517 1 230.28 230.6 230.96 0.31946 0.36272 59 "059.txt" "left" "left" 0.26571
0.019 0.625 180 0 0.91671 0 235.16 235.78 236.14 0.62606 0.36134 59 "059.txt" "right" "left" 0.29065
1 0.759 180 180 1.0223 1 251.9 252.66 253.02 0.75917 0.35917 59 "059.txt" "right" "right" 0.26313
0.019 1.09 180 0 1.3959 0 263.91 265 265.37 1.0926 0.36485 59 "059.txt" "right" "left" 0.3033
0.081 1.02 0 0 1.3033 1 269.52 270.55 270.91 1.0258 0.365 59 "059.txt" "left" "left" 0.2775
0.111 0.484 0 0 0.85049 1 276.24 276.73 277.1 0.49277 0.3669 59 "059.txt" "left" "left" 0.35772
0.019 1.34 180 180 1.5919 1 280.8 282.14 282.5 1.3458 0.36194 59 "059.txt" "right" "right" 0.2461
0.216 1.25 180 180 1.4811 1 287.75 289.01 289.37 1.2525 0.35902 59 "059.txt" "right" "right" 0.2286
0.131 0.906 0 0 1.1565 1 295.39 296.31 296.67 0.91924 0.35893 59 "059.txt" "left" "left" 0.23726
0.247 0.551 0 0 0.82197 1 305.34 305.89 306.26 0.55934 0.36153 59 "059.txt" "left" "left" 0.26263
0.026 0.551 180 0 0.82181 0 309.84 310.4 310.76 0.55946 0.35889 59 "059.txt" "right" "left" 0.26235
0.111 0.315 180 0 0.58456 0 314.43 314.74 315.11 0.31944 0.36931 59 "059.txt" "right" "left" 0.26512
0.062 0.666 180 180 0.93802 1 321.29 321.96 322.32 0.66608 0.36044 59 "059.txt" "right" "right" 0.27194
0.033 2.24 0 0 2.5223 1 325.9 328.15 328.52 2.2523 0.36829 59 "059.txt" "left" "left" 0.27
0.068 0.71 0 0 0.99891 1 338.67 339.39 339.75 0.71931 0.35924 59 "059.txt" "left" "left" 0.2796
0.837 1.69 0 0 1.9718 1 344.51 346.2 346.56 1.6923 0.36 59 "059.txt" "left" "left" 0.2795
0.026 0.516 180 0 0.80779 0 351.84 352.36 352.72 0.51943 0.35908 59 "059.txt" "right" "left" 0.28836
0.331 0.368 0 0 0.66346 1 360.24 360.62 360.99 0.38612 0.36593 59 "059.txt" "left" "left" 0.27734
0.068 0.805 0 0 1.0731 1 364.46 365.28 365.64 0.81265 0.35986 59 "059.txt" "left" "left" 0.26045
0.088 1.69 180 180 1.9771 1 369.61 371.31 371.67 1.7056 0.3597 59 "059.txt" "right" "right" 0.2715
0.088 1.25 0 0 1.5166 1 381.78 383.03 383.39 1.2525 0.36171 59 "059.txt" "left" "left" 0.2641
0.285 0.805 0 0 1.0561 1 387.47 388.28 388.64 0.81265 0.36163 59 "059.txt" "left" "left" 0.24345
0.247 0.906 180 180 1.1579 1 392.09 393.01 393.37 0.91928 0.36021 59 "059.txt" "right" "right" 0.23862
0.681 0.341 0 0 0.63522 1 398.32 398.68 399.04 0.35964 0.36397 59 "059.txt" "left" "left" 0.27558
0.111 0.25 0 0 0.54195 1 10.454 10.66 11.028 0.20629 0.3673 60 "060.txt" "left" "left" 0.33566
0.157 0.666 0 0 0.99427 1 15.712 16.391 16.751 0.6793 0.36029 60 "060.txt" "left" "left" 0.31497
0 0.271 0 0 0.55024 1 24.216 24.495 24.862 0.27958 0.36693 60 "060.txt" "left" "left" 0.27066
0.603 0.588 180 180 0.86675 1 30.92 31.52 31.883 0.59955 0.36323 60 "060.txt" "right" "right" 0.2672
0.056 0.906 0 0 1.1796 1 36.958 37.864 38.226 0.90597 0.36162 60 "060.txt" "left" "left" 0.27363
0.045 0.964 0 0 1.0301 1 41.637 42.609 42.976 0.97253 0.36647 60 "060.txt" "left" "left" 0.05757
0.173 0.395 0 0 0.68082 1 50.074 50.474 50.834 0.39946 0.36081 60 "060.txt" "left" "left" 0.28136
0.075 1.69 0 0 1.9544 1 63.577 65.269 65.629 1.6924 0.35996 60 "060.txt" "left" "left" 0.262
0.026 0.423 0 0 0.72103 1 71.694 72.12 72.486 0.42614 0.36588 60 "060.txt" "left" "left" 0.29489
0.075 0.25 0 0 0.53302 1 81.211 81.464 81.823 0.25285 0.35871 60 "060.txt" "left" "left" 0.28017
0.068 0.906 180 180 1.1982 1 86.956 87.862 88.226 0.90598 0.36383 60 "060.txt" "right" "right" 0.29222
0.603 1.34 0 0 1.578 1 91.701 93.047 93.408 1.3458 0.36164 60 "060.txt" "left" "left" 0.2322
0.075 0.906 180 180 1.1927 1 96.979 97.899 98.259 0.91927 0.36088 60 "060.txt" "right" "right" 0.27343
0.157 0.854 180 180 1.1302 1 101.7 102.56 102.92 0.86603 0.35994 60 "060.txt" "right" "right" 0.26417
0.081 3.3 0 0 3.5681 1 108.26 111.56 111.92 3.3051 0.35899 60 "060.txt" "left" "left" 0.263
0 0.906 0 0 1.1924 1 117.08 118 118.36 0.91924 0.36052 60 "060.txt" "left" "left" 0.27316
0.681 0.906 180 180 1.142 1 122.28 123.18 123.55 0.90594 0.36693 60 "060.txt" "right" "right" 0.23606
1 3.3 180 180 3.554 1 128.36 131.66 132.02 3.3052 0.36142 60 "060.txt" "right" "right" 0.248800000000000
0.075 1.34 0 0 1.556 1 135.61 136.95 137.31 1.3459 0.3594 60 "060.txt" "left" "left" 0.2101
0.075 2.52 180 180 2.8248 1 141.41 143.94 144.3 2.5321 0.36357 60 "060.txt" "right" "right" 0.292700000000000
0.051 1.34 0 0 1.6257 1 151.28 152.63 152.99 1.3456 0.35902 60 "060.txt" "left" "left" 0.2801
0.011 1.25 0 0 1.5141 1 157.11 158.36 158.73 1.2525 0.36577 60 "060.txt" "left" "left" 0.2616
1 0.453 180 180 0.73635 1 162.16 162.62 162.99 0.4661 0.36586 60 "060.txt" "right" "right" 0.27025
0.387 0.271 180 180 0.55079 1 166.64 166.92 167.29 0.27954 0.3686 60 "060.txt" "right" "right" 0.27125
0.103 0.484 0 0 0.77093 1 174.41 174.9 175.27 0.49278 0.36518 60 "060.txt" "left" "left" 0.27815
0.143 1.02 0 0 1.315 1 178.74 179.77 180.13 1.0259 0.36006 60 "060.txt" "left" "left" 0.2891
0.121 1.34 0 0 1.5984 1 185.48 186.83 187.2 1.3458 0.36551 60 "060.txt" "left" "left" 0.2526
0.121 1.17 180 180 1.4622 1 193.11 194.28 194.64 1.1726 0.36038 60 "060.txt" "right" "right" 0.2896
0.331 2.52 0 0 2.7952 1 198.29 200.83 201.18 2.5321 0.35879 60 "060.txt" "left" "left" 0.2631
0.011 1.56 0 0 1.8265 1 204.64 206.21 206.57 1.5724 0.35916 60 "060.txt" "left" "left" 0.2541
0.096 0.854 0 0 1.1298 1 212.36 213.22 213.58 0.86573 0.35981 60 "060.txt" "left" "left" 0.26407
1 2.93 180 180 3.2204 1 220.07 223.01 223.37 2.9321 0.35982 60 "060.txt" "right" "right" 0.2883
0.045 2.24 0 0 2.5579 1 231.55 233.8 234.16 2.252 0.36235 60 "060.txt" "left" "left" 0.3059
0.068 2.52 0 0 2.8031 1 240.21 242.75 243.11 2.532 0.36672 60 "060.txt" "left" "left" 0.2711
0.247 0.484 0 0 0.76422 1 247.9 248.4 248.76 0.49275 0.35877 60 "060.txt" "left" "left" 0.27147
0.062 3.3 180 180 3.5865 1 263.37 266.67 267.03 3.3052 0.36187 60 "060.txt" "right" "right" 0.2813
0.331 0.293 180 180 0.59644 1 271.87 272.18 272.54 0.30614 0.36315 60 "060.txt" "right" "right" 0.2903
0.918 0.551 0 0 0.82487 1 281.61 282.17 282.54 0.55934 0.36326 60 "060.txt" "left" "left" 0.26553
0.056 0.964 0 0 1.2798 1 292.06 293.04 293.4 0.97252 0.36077 60 "060.txt" "left" "left" 0.30728
0.837 0.805 0 0 1.1337 1 302.89 303.7 304.07 0.81267 0.36552 60 "060.txt" "left" "left" 0.32103
0.019 0.588 180 0 0.91554 0 309.9 310.5 310.86 0.59937 0.3619 60 "060.txt" "right" "left" 0.31617
0.45 0.293 0 0 0.58669 1 314.43 314.74 315.1 0.30624 0.36142 60 "060.txt" "left" "left" 0.28045
0.331 2.02 180 180 2.3458 1 319.12 321.15 321.51 2.0256 0.3655 60 "060.txt" "right" "right" 0.3202
0.331 0.759 0 0 1.0629 1 326.93 327.69 328.06 0.75934 0.36478 60 "060.txt" "left" "left" 0.30356
0.45 0.516 180 180 0.78282 1 334.06 334.58 334.94 0.51936 0.35946 60 "060.txt" "right" "right" 0.26346
0.681 0.805 0 0 1.0907 1 338.4 339.21 339.57 0.81242 0.36593 60 "060.txt" "left" "left" 0.27828
0.088 0.805 180 180 1.1339 1 350.1 350.91 351.27 0.81261 0.35839 60 "060.txt" "right" "right" 0.32129
0.039 1.69 180 180 1.9784 1 357.62 359.31 359.67 1.6924 0.36495 60 "060.txt" "right" "right" 0.286
0.081 0.71 180 180 0.9949 1 369.87 370.59 370.95 0.71938 0.36305 60 "060.txt" "right" "right" 0.27552
0.019 0.22 180 0 0.57458 0 375.22 375.45 375.82 0.22612 0.36806 60 "060.txt" "right" "left" 0.34846
0.681 1.83 180 180 2.0916 1 379.48 381.32 381.68 1.839 0.36566 60 "060.txt" "right" "right" 0.2526
0.033 0.666 180 180 0.97906 1 386.78 387.45 387.81 0.66585 0.35977 60 "060.txt" "right" "right" 0.31321
0.45 1.44 0 0 1.0861 NA 391.77 393.23 393.6 1.4659 0.36623 60 "060.txt" "left" "left" -0.3798
0.045 0.341 0 0 0.65323 1 398.32 398.67 399.03 0.34611 0.36042 60 "060.txt" "left" "left" 0.30712
0.387 0.805 180 180 1.0172 1 10.452 11.205 11.571 0.75339 0.3654 61 "061.txt" "right" "right" 0.26381
0.192 0.906 180 180 1.1882 1 15.79 16.709 17.068 0.91927 0.35915 61 "061.txt" "right" "right" 0.26893
0.157 0.453 0 0 0.7386 1 22.014 22.481 22.843 0.46615 0.36233 61 "061.txt" "left" "left" 0.27245
0.081 0.666 180 180 0.99527 1 28.426 29.092 29.459 0.66603 0.36685 61 "061.txt" "right" "right" 0.32924
0.173 1.09 0 0 1.3462 1 35.477 36.569 36.928 1.0926 0.3588 61 "061.txt" "left" "left" 0.2536
0.075 0.551 0 0 0.83901 1 42.448 43.007 43.366 0.55935 0.35854 61 "061.txt" "left" "left" 0.27966
0.075 0.516 180 180 0.80016 1 47.06 47.579 47.939 0.51939 0.35994 61 "061.txt" "right" "right" 0.28077
0.062 0.625 180 180 0.90615 1 52.285 52.911 53.273 0.62603 0.36257 61 "061.txt" "right" "right" 0.28012
0.111 0.271 0 0 0.57684 1 58.536 58.816 59.177 0.2795 0.3614 61 "061.txt" "left" "left" 0.29734
0.331 1.17 180 180 1.4616 1 65.387 66.56 66.919 1.1725 0.35935 61 "061.txt" "right" "right" 0.2891
0.033 1.56 0 0 1.8241 1 73.185 74.757 75.122 1.5724 0.36497 61 "061.txt" "left" "left" 0.2517
0.45 0.551 180 180 0.82453 1 78.556 79.116 79.487 0.55942 0.37123 61 "061.txt" "right" "right" 0.26511
0.603 2.02 0 0 2.3119 1 83.155 85.181 85.542 2.0256 0.36171 61 "061.txt" "left" "left" 0.2863
0.088 2.02 0 0 2.3326 1 96.617 98.643 99.004 2.0257 0.36115 61 "061.txt" "left" "left" 0.3069
0.051 1.83 0 0 2.0874 1 102.42 104.27 104.63 1.8523 0.36554 61 "061.txt" "left" "left" 0.2351
0.157 2.93 0 0 3.2189 1 109.36 112.29 112.66 2.932 0.36684 61 "061.txt" "left" "left" 0.2869
0.103 0.588 180 180 0.89645 1 116.14 116.74 117.1 0.59952 0.35878 61 "061.txt" "right" "right" 0.29693
0.062 1.56 180 180 1.87 1 123.37 124.94 125.3 1.5724 0.36167 61 "061.txt" "right" "right" 0.2976
0.76 0.588 180 180 0.97224 NA 138.75 139.35 139.72 0.59938 0.36682 61 "061.txt" "right" "right" 0.37286
0.088 1.56 0 0 1.861 1 146.45 148.03 148.39 1.5724 0.35962 61 "061.txt" "left" "left" 0.2886
0.285 1.83 180 180 2.1029 1 154.64 156.48 156.84 1.8389 0.36212 61 "061.txt" "right" "right" 0.264
0.026 3.3 0 0 3.582 1 161.68 164.98 165.35 3.305 0.36685 61 "061.txt" "left" "left" 0.277000000000000
0.068 0.315 0 0 0.60913 1 168.93 169.25 169.61 0.31942 0.35881 61 "061.txt" "left" "left" 0.28971
0.681 0.906 0 0 1.1998 1 176.19 177.11 177.47 0.9193 0.36038 61 "061.txt" "left" "left" 0.2805
0.331 1.09 180 180 1.3371 1 183.43 184.52 184.88 1.0926 0.36037 61 "061.txt" "right" "right" 0.2445
0.331 0.484 180 180 0.7894 1 200.34 200.84 201.2 0.49268 0.35917 61 "061.txt" "right" "right" 0.29672
0 1.69 0 180 2.0082 0 204.65 206.34 206.7 1.6924 0.36192 61 "061.txt" "left" "right" 0.3158
0.011 0.341 0 0 0.65943 1 212.82 213.17 213.53 0.34613 0.36184 61 "061.txt" "left" "left" 0.3133
0.918 1.44 0 0 1.7302 1 223.52 224.98 225.34 1.4525 0.36565 61 "061.txt" "left" "left" 0.2777
0.523 0.453 0 0 0.73929 1 228.82 229.28 229.64 0.46595 0.36023 61 "061.txt" "left" "left" 0.27334
0.192 0.22 0 0 0.53054 1 233.23 233.45 233.81 0.22612 0.35902 61 "061.txt" "left" "left" 0.30442
0.103 0.453 0 0 0.76176 1 239.29 239.76 240.13 0.4662 0.36707 61 "061.txt" "left" "left" 0.29556
0.045 0.551 0 180 0.86453 0 250.08 250.63 251 0.55938 0.36107 61 "061.txt" "left" "right" 0.30515
0.111 0.759 180 180 1.0755 1 256.23 257.01 257.37 0.77268 0.36818 61 "061.txt" "right" "right" 0.30282
1 0.805 0 0 1.0828 1 261.37 262.18 262.54 0.8126 0.35867 61 "061.txt" "left" "left" 0.2702
0 0.453 0 0 0.77046 1 266.68 267.15 267.52 0.46602 0.3682 61 "061.txt" "left" "left" 0.30444
0.039 1.02 0 0 1.323 1 274.76 275.79 276.15 1.0259 0.35996 61 "061.txt" "left" "left" 0.2971
0.603 0.315 180 180 0.61011 1 280.11 280.43 280.79 0.31953 0.36188 61 "061.txt" "right" "right" 0.29058
0.216 0.964 0 0 1.2454 1 284.38 285.36 285.72 0.97263 0.36092 61 "061.txt" "left" "left" 0.27277
0.131 0.516 180 180 0.80641 1 290.62 291.14 291.51 0.51947 0.36609 61 "061.txt" "right" "right" 0.28694
0.075 2.52 0 0 2.82 1 296.71 299.25 299.61 2.5321 0.36023 61 "061.txt" "left" "left" 0.2879
0.111 0.516 180 180 0.79196 1 310.32 310.84 311.2 0.51939 0.36068 61 "061.txt" "right" "right" 0.27257
0.192 0.368 0 0 0.62565 1 320.71 321.08 321.45 0.37296 0.36632 61 "061.txt" "left" "left" 0.25269
0.285 2.02 0 0 2.2859 1 328.84 330.88 331.24 2.039 0.36156 61 "061.txt" "left" "left" 0.246900000000000
0.019 0.759 180 180 1.035 1 336.53 337.3 337.66 0.77262 0.36062 61 "061.txt" "right" "right" 0.26238
0.111 0.368 180 180 0.66983 1 345.45 345.82 346.18 0.37282 0.36022 61 "061.txt" "right" "right" 0.29701
0.056 0.315 0 0 0.64136 1 353.6 353.92 354.28 0.31944 0.3592 61 "061.txt" "left" "left" 0.32192
