"motion" "time" "V1" "V2" "RT" "Correct" "Onset" "Offset" "UK1" "UK2" "UK3" "run" "day" "direction" "response" "RToffset"
0.081 0.551 0 0 0.86481 1 101.76 102.34 102.7 0.5827 0.36068 5 "005.txt" "left" "left" 0.28211
0.075 0.516 0 0 0.84588 1 107.02 107.57 107.93 0.54947 0.35858 5 "005.txt" "left" "left" 0.29641
0.173 0.293 0 0 0.61247 1 114.14 114.45 114.82 0.31632 0.36919 5 "005.txt" "left" "left" 0.29615
0.523 0.625 180 180 0.93889 1 120.75 121.4 121.76 0.64942 0.35987 5 "005.txt" "right" "right" 0.28947
0.019 0.666 180 0 1.0342 0 125.2 125.9 126.26 0.69921 0.36331 5 "005.txt" "right" "left" 0.33499
0.068 0.906 0 0 1.2372 1 132.33 133.26 133.63 0.93262 0.36606 5 "005.txt" "left" "left" 0.30458
0.088 1.17 0 0 1.4964 1 139.18 140.38 140.74 1.1992 0.35996 5 "005.txt" "left" "left" 0.2972
0.247 0.854 0 0 1.1552 1 146.94 147.83 148.19 0.8826 0.36074 5 "005.txt" "left" "left" 0.2726
0.088 0.25 180 0 0.6535 NA 158.04 158.32 158.69 0.28263 0.3672 5 "005.txt" "right" "left" 0.37087
0.051 0.368 180 180 0.7219 1 162.67 163.09 163.45 0.41611 0.35959 5 "005.txt" "right" "right" 0.30579
0.033 1.34 0 0 1.6892 1 166.87 168.24 168.6 1.3658 0.35873 5 "005.txt" "left" "left" 0.3234
0.192 0.588 180 180 0.89541 1 175.78 176.4 176.76 0.61611 0.36064 5 "005.txt" "right" "right" 0.2793
0.068 2.52 180 180 2.9078 1 181.47 184.01 184.38 2.5488 0.36842 5 "005.txt" "right" "right" 0.359
0.019 1.69 180 180 2.0483 1 189.26 190.98 191.34 1.7156 0.36283 5 "005.txt" "right" "right" 0.3327
0.157 2.93 0 0 3.2845 1 200.39 203.34 203.71 2.9488 0.3638 5 "005.txt" "left" "left" 0.3357
0.068 2.52 0 0 2.8559 1 208.97 211.52 211.88 2.5488 0.36049 5 "005.txt" "left" "left" 0.3071
0.173 0.906 180 180 1.223 1 216.75 217.69 218.05 0.93255 0.36084 5 "005.txt" "right" "right" 0.29045
0.056 2.02 0 0 2.3779 1 225.75 227.8 228.17 2.049 0.36646 5 "005.txt" "left" "left" 0.3289
0.081 1.83 0 0 2.1439 1 232.98 234.83 235.19 1.849 0.35872 5 "005.txt" "left" "left" 0.2949
0.76 0.516 0 0 0.86312 1 238.85 239.4 239.76 0.5495 0.36615 5 "005.txt" "left" "left" 0.31362
0.523 0.588 180 180 0.94962 1 255.06 255.68 256.04 0.61615 0.36202 5 "005.txt" "right" "right" 0.33347
0.173 0.271 0 0 0.6379 1 260.19 260.49 260.86 0.29955 0.36855 5 "005.txt" "left" "left" 0.33835
0.075 0.484 180 180 0.86522 1 271.82 272.34 272.71 0.51601 0.36828 5 "005.txt" "right" "right" 0.34921
0.121 0.854 180 180 1.1975 1 278.87 279.75 280.11 0.88265 0.35936 5 "005.txt" "right" "right" 0.31485
0.033 0.22 180 0 0.64101 NA 283.52 283.77 284.13 0.2496 0.36616 5 "005.txt" "right" "left" 0.39141
0.76 1.69 0 0 2.003 1 287.8 289.51 289.88 1.7157 0.36633 5 "005.txt" "left" "left" 0.2873
0.387 2.52 180 180 2.8443 1 294.01 296.56 296.92 2.5488 0.35929 5 "005.txt" "right" "right" 0.2955
0.681 1.02 180 180 1.345 1 300.39 301.46 301.83 1.0659 0.36588 5 "005.txt" "right" "right" 0.2791
0.837 0.423 0 0 0.75496 1 308.36 308.81 309.17 0.44959 0.35871 5 "005.txt" "left" "left" 0.30537
0.192 0.315 0 0 0.6404 1 314.39 314.72 315.08 0.33279 0.36094 5 "005.txt" "left" "left" 0.30761
0.096 0.906 0 0 1.2371 1 325.69 326.62 326.98 0.93267 0.35971 5 "005.txt" "left" "left" 0.30443
0.837 0.271 180 180 0.62185 1 333.65 333.95 334.32 0.29948 0.36909 5 "005.txt" "right" "right" 0.32237
0.157 0.22 180 180 0.58218 1 337.9 338.15 338.51 0.2494 0.36094 5 "005.txt" "right" "right" 0.33278
0.192 1.56 0 0 1.8957 1 342.55 344.13 344.5 1.5824 0.36867 5 "005.txt" "left" "left" 0.3133
0.216 0.625 0 0 0.94506 1 347.93 348.58 348.95 0.64941 0.36646 5 "005.txt" "left" "left" 0.29565
0.216 0.666 0 0 0.95397 1 352.9 353.58 353.94 0.68275 0.36684 5 "005.txt" "left" "left" 0.27122
0.45 0.341 0 0 0.65669 1 359.13 359.49 359.86 0.36622 0.36304 5 "005.txt" "left" "left" 0.29047
0.111 1.44 180 180 1.7549 1 366.07 367.54 367.9 1.4659 0.36055 5 "005.txt" "right" "right" 0.289
0.088 0.854 180 180 1.1969 1 371.49 372.37 372.73 0.88265 0.35926 5 "005.txt" "right" "right" 0.31425
0.039 2.93 180 180 3.2662 1 382.62 385.57 385.93 2.9488 0.36101 5 "005.txt" "right" "right" 0.3174
0.045 0.271 0 0 0.63102 1 390.83 391.13 391.49 0.2994 0.35956 5 "005.txt" "left" "left" 0.33162
0.096 2.52 0 0 2.8537 1 396.96 399.51 399.87 2.5488 0.36057 5 "005.txt" "left" "left" 0.3049
0.011 0.964 180 0 1.2445 0 10.467 11.393 11.759 0.92612 0.36606 6 "006.txt" "right" "left" 0.31838
0.081 3.3 180 180 3.6765 1 21.106 24.421 24.791 3.3152 0.36999 6 "006.txt" "right" "right" 0.3613
0.45 1.44 0 0 1.7536 1 35.234 36.7 37.062 1.4657 0.36152 6 "006.txt" "left" "left" 0.2879
0.918 0.551 0 0 0.91345 1 40.983 41.565 41.924 0.58274 0.35911 6 "006.txt" "left" "left" 0.33071
0.387 0.516 0 0 0.82923 1 50.28 50.812 51.171 0.53257 0.3588 6 "006.txt" "left" "left" 0.29666
0.081 0.271 180 180 0.64106 1 56.311 56.61 56.971 0.29951 0.36062 6 "006.txt" "right" "right" 0.34155
1 1.44 180 180 1.7455 1 63.126 64.591 64.958 1.4657 0.36709 6 "006.txt" "right" "right" 0.2798
0.603 0.271 0 0 0.60694 1 68.607 68.907 69.268 0.29948 0.36173 6 "006.txt" "left" "left" 0.30746
0.837 0.666 180 180 0.97926 1 72.856 73.555 73.914 0.69948 0.35893 6 "006.txt" "right" "right" 0.27978
0.603 1.09 0 0 1.371 1 79.337 80.453 80.815 1.1159 0.36171 6 "006.txt" "left" "left" 0.2551
0.247 2.93 0 0 3.2468 1 86.818 89.767 90.127 2.9484 0.35996 6 "006.txt" "left" "left" 0.2984
0.103 1.83 180 180 2.1663 1 99.831 101.68 102.04 1.8489 0.36187 6 "006.txt" "right" "right" 0.3174
0.131 0.759 0 0 1.0727 1 112.83 113.61 113.97 0.78267 0.36055 6 "006.txt" "left" "left" 0.29003
0.681 0.588 180 180 0.88796 1 121.21 121.82 122.19 0.616 0.36387 6 "006.txt" "right" "right" 0.27196
0.681 2.52 0 0 2.8372 1 128.05 130.6 130.96 2.5488 0.35913 6 "006.txt" "left" "left" 0.2884
0.056 0.315 0 0 0.62244 1 135.25 135.59 135.95 0.33281 0.36058 6 "006.txt" "left" "left" 0.28963
0.068 0.854 0 0 1.1805 1 139.38 140.27 140.63 0.88265 0.36207 6 "006.txt" "left" "left" 0.29785
0.285 3.3 180 180 3.6985 NA 148.25 151.58 151.94 3.3318 0.36297 6 "006.txt" "right" "right" 0.3667
0.523 0.395 0 0 0.69621 1 155.36 155.78 156.14 0.41622 0.35905 6 "006.txt" "left" "left" 0.27999
0.056 0.71 0 0 1.0657 1 160.16 160.89 161.25 0.7328 0.36049 6 "006.txt" "left" "left" 0.3329
0.062 1.09 180 180 1.3971 1 164.81 165.93 166.29 1.1158 0.36239 6 "006.txt" "right" "right" 0.2813
0.062 0.805 0 180 1.1759 0 170.41 171.24 171.6 0.83255 0.36148 6 "006.txt" "left" "right" 0.34335
0.088 0.759 180 180 1.0899 1 177.74 178.52 178.88 0.78256 0.36111 6 "006.txt" "right" "right" 0.30734
0.143 0.906 0 0 1.2557 1 182.35 183.29 183.65 0.93253 0.35957 6 "006.txt" "left" "left" 0.32317
0.523 1.44 180 180 1.791 1 193.38 194.85 195.21 1.4658 0.36131 6 "006.txt" "right" "right" 0.3252
0.681 1.69 180 180 2.0152 1 200.43 202.15 202.51 1.7157 0.36395 6 "006.txt" "right" "right" 0.2995
0.837 1.56 180 180 1.8797 1 207.3 208.88 209.24 1.5824 0.35954 6 "006.txt" "right" "right" 0.2973
0.76 0.271 0 0 0.5885 1 214.08 214.38 214.74 0.29946 0.3592 6 "006.txt" "left" "left" 0.28904
0.837 1.56 0 0 1.9396 1 220.68 222.26 222.62 1.5824 0.36621 6 "006.txt" "left" "left" 0.3572
0 0.22 180 180 0.60808 1 226.31 226.56 226.92 0.2496 0.36775 6 "006.txt" "right" "right" 0.35848
0.523 0.71 180 180 1.0047 1 230.37 231.1 231.47 0.73267 0.36717 6 "006.txt" "right" "right" 0.27203
1 1.02 180 180 1.3455 1 240.4 241.45 241.81 1.0493 0.36044 6 "006.txt" "right" "right" 0.2962
0 1.69 180 0 2.0136 0 246.7 248.42 248.78 1.7157 0.36011 6 "006.txt" "right" "left" 0.2979
0.045 2.02 180 180 2.3796 1 255.36 257.41 257.77 2.0489 0.35917 6 "006.txt" "right" "right" 0.3307
0.068 0.964 180 180 1.2451 1 261.2 262.18 262.54 0.98258 0.35942 6 "006.txt" "right" "right" 0.26252
0.111 0.588 0 0 0.89597 1 268.03 268.64 269.01 0.61605 0.36687 6 "006.txt" "left" "left" 0.27992
0.523 1.56 0 0 1.8715 1 272.58 274.16 274.52 1.5824 0.36078 6 "006.txt" "left" "left" 0.2891
0.051 0.395 180 180 0.7551 1 280.97 281.39 281.76 0.41613 0.36716 6 "006.txt" "right" "right" 0.33897
0.103 0.341 0 0 0.67159 1 288.87 289.24 289.6 0.36613 0.35909 6 "006.txt" "left" "left" 0.30546
0.681 0.551 180 180 0.87235 1 294.27 294.85 295.21 0.58278 0.36131 6 "006.txt" "right" "right" 0.28957
0.011 0.453 180 0 0.79812 0 300.37 300.85 301.21 0.48267 0.36074 6 "006.txt" "right" "left" 0.31545
0.45 2.24 180 180 2.5915 1 307.31 309.58 309.94 2.2656 0.36207 6 "006.txt" "right" "right" 0.3259
0.062 0.271 0 180 0.67966 NA 317.21 317.51 317.88 0.29953 0.3665 6 "006.txt" "left" "right" 0.38013
0.45 1.02 0 0 1.346 1 322.74 323.79 324.16 1.0492 0.36655 6 "006.txt" "left" "left" 0.2968
0.026 0.906 0 180 1.2385 0 327.59 328.52 328.88 0.93253 0.35944 6 "006.txt" "left" "right" 0.30597
0.173 0.341 180 180 0.64736 1 332.36 332.72 333.08 0.36614 0.36038 6 "006.txt" "right" "right" 0.28122
0.76 0.368 0 0 0.68369 1 339.22 339.62 339.98 0.39921 0.3633 6 "006.txt" "left" "left" 0.28448
0.216 1.25 180 180 1.544 1 343.65 344.94 345.3 1.2826 0.36086 6 "006.txt" "right" "right" 0.2614
0.837 0.22 0 0 0.56054 1 350.47 350.72 351.08 0.24951 0.36467 6 "006.txt" "left" "left" 0.31103
0.103 0.71 180 180 1.0243 1 355.23 355.97 356.33 0.73266 0.36275 6 "006.txt" "right" "right" 0.29164
0.051 1.69 0 0 2.0204 1 361.73 363.45 363.81 1.7157 0.36031 6 "006.txt" "left" "left" 0.3047
0.121 0.854 0 0 1.197 1 367.76 368.64 369.01 0.88261 0.36112 6 "006.txt" "left" "left" 0.31439
0.131 0.293 180 180 0.6505 1 384.02 384.34 384.7 0.31614 0.36252 6 "006.txt" "right" "right" 0.33436
0.331 1.56 0 0 1.9223 1 397.79 399.37 399.73 1.5826 0.36618 6 "006.txt" "left" "left" 0.3397
0.157 0.484 180 180 0.76001 1 10.463 10.906 11.271 0.44261 0.36542 7 "007.txt" "right" "right" 0.3174
0.039 0.805 180 180 1.1526 1 16.703 17.519 17.884 0.81601 0.36499 7 "007.txt" "right" "right" 0.33659
0.075 1.34 0 0 1.689 1 22.185 23.551 23.911 1.3658 0.36024 7 "007.txt" "left" "left" 0.3232
0.387 0.759 0 0 1.0441 1 27.367 28.149 28.516 0.78239 0.36661 7 "007.txt" "left" "left" 0.26171
0.45 0.484 180 180 0.80381 1 32.648 33.164 33.531 0.51618 0.36634 7 "007.txt" "right" "right" 0.28763
0.068 0.71 0 0 0.99657 1 37.563 38.296 38.658 0.73272 0.36179 7 "007.txt" "left" "left" 0.26385
0 1.44 180 0 1.7708 0 45.694 47.16 47.519 1.4659 0.35926 7 "007.txt" "right" "left" 0.3049
0.056 0.293 180 180 0.67912 NA 57.124 57.44 57.799 0.31619 0.35917 7 "007.txt" "right" "right" 0.36293
0.096 0.805 180 180 1.1328 1 72.652 73.485 73.846 0.83277 0.36128 7 "007.txt" "right" "right" 0.30003
0.216 1.83 0 0 2.1375 1 77.317 79.166 79.528 1.849 0.36142 7 "007.txt" "left" "left" 0.2885
1 3.3 180 180 3.6767 1 88.347 91.679 92.044 3.3319 0.36518 7 "007.txt" "right" "right" 0.3448
0.523 0.341 180 180 0.67259 1 97.444 97.811 98.171 0.36616 0.36014 7 "007.txt" "right" "right" 0.30643
0.173 2.93 180 180 3.2717 1 101.74 104.69 105.05 2.9485 0.36024 7 "007.txt" "right" "right" 0.3232
0.157 0.625 180 180 0.95463 1 114.22 114.87 115.23 0.64937 0.36182 7 "007.txt" "right" "right" 0.30526
0.247 2.02 0 0 2.4213 NA 118.69 120.74 121.1 2.0489 0.35911 7 "007.txt" "left" "left" 0.3724
0.033 1.25 180 180 1.6084 1 127.2 128.48 128.85 1.2825 0.36276 7 "007.txt" "right" "right" 0.3259
0.051 0.551 0 0 0.92268 1 132.28 132.87 133.23 0.58274 0.3686 7 "007.txt" "left" "left" 0.33994
0.051 2.93 180 0 3.2868 0 139.13 142.08 142.45 2.9487 0.36846 7 "007.txt" "right" "left" 0.3381
0.837 0.315 180 180 0.61891 1 147.65 147.98 148.34 0.333 0.35907 7 "007.txt" "right" "right" 0.28591
0.285 1.09 180 180 1.4126 1 153.19 154.31 154.67 1.1158 0.35925 7 "007.txt" "right" "right" 0.2968
0.088 0.516 180 180 0.84517 1 161.84 162.37 162.74 0.53247 0.36688 7 "007.txt" "right" "right" 0.3127
0.681 0.516 180 180 0.76979 1 168.86 169.39 169.75 0.53263 0.35932 7 "007.txt" "right" "right" 0.23716
0.051 1.56 180 0 1.9303 0 173.85 175.44 175.8 1.5822 0.36724 7 "007.txt" "right" "left" 0.3481
0.026 0.423 180 180 0.79746 1 181.92 182.37 182.73 0.44957 0.36786 7 "007.txt" "right" "right" 0.34789
0.096 0.453 0 0 0.7866 1 189.95 190.43 190.8 0.4828 0.36663 7 "007.txt" "left" "left" 0.3038
0.523 1.69 180 180 2.0433 1 194.21 195.93 196.29 1.7158 0.36528 7 "007.txt" "right" "right" 0.3275
0.331 2.93 0 0 3.2439 1 201.13 204.08 204.44 2.9486 0.35926 7 "007.txt" "left" "left" 0.2953
0.011 1.17 0 0 1.4889 1 209.59 210.79 211.15 1.1992 0.36049 7 "007.txt" "left" "left" 0.2897
0.056 0.964 180 180 1.3116 1 217.11 218.09 218.46 0.98262 0.36761 7 "007.txt" "right" "right" 0.32898
0.285 1.34 0 0 1.6642 1 221.9 223.27 223.63 1.3659 0.36208 7 "007.txt" "left" "left" 0.2983
0.918 0.588 180 180 0.89587 1 228.29 228.9 229.26 0.61612 0.3615 7 "007.txt" "right" "right" 0.27975
0.081 0.315 0 0 0.67935 1 232.93 233.27 233.63 0.33289 0.36714 7 "007.txt" "left" "left" 0.34646
0.523 0.964 0 0 1.2366 1 239.7 240.68 241.04 0.98237 0.36086 7 "007.txt" "left" "left" 0.25423
0.011 0.964 0 0 1.2718 1 246.88 247.86 248.23 0.98268 0.36249 7 "007.txt" "left" "left" 0.28912
0.081 0.395 180 180 0.78718 NA 253.69 254.11 254.47 0.41608 0.35968 7 "007.txt" "right" "right" 0.3711
0.837 0.759 0 0 1.0459 1 261.01 261.79 262.15 0.7826 0.35938 7 "007.txt" "left" "left" 0.2633
0.033 0.759 0 180 1.1503 NA 269.69 270.47 270.83 0.7826 0.3615 7 "007.txt" "left" "right" 0.3677
0.062 3.3 180 180 3.7343 NA 281.15 284.48 284.85 3.3319 0.36044 7 "007.txt" "right" "right" 0.4024
0.216 0.423 0 0 0.80831 1 289.67 290.12 290.48 0.44947 0.36866 7 "007.txt" "left" "left" 0.35884
0.051 0.22 180 180 0.60026 1 296.9 297.15 297.52 0.24948 0.3711 7 "007.txt" "right" "right" 0.35078
0.111 1.34 180 180 1.7 1 301.16 302.53 302.89 1.3658 0.36288 7 "007.txt" "right" "right" 0.3342
0.075 1.25 0 0 1.6453 NA 313.58 314.86 315.22 1.2825 0.36039 7 "007.txt" "left" "left" 0.3628
0.837 1.09 180 180 1.395 1 320.36 321.47 321.84 1.1159 0.36879 7 "007.txt" "right" "right" 0.2791
0.331 0.271 180 180 0.65601 1 325.27 325.57 325.94 0.29948 0.36633 7 "007.txt" "right" "right" 0.35653
0.033 3.3 180 0 3.676 0 329.5 332.84 333.2 3.3319 0.36386 7 "007.txt" "right" "left" 0.3441
0 2.02 180 180 2.4141 NA 336.85 338.9 339.26 2.0488 0.36082 7 "007.txt" "right" "right" 0.3653
0.045 0.293 180 0 0.64883 0 344.02 344.33 344.69 0.31609 0.3603 7 "007.txt" "right" "left" 0.33274
0.081 0.516 0 0 0.82884 1 352.96 353.51 353.88 0.54946 0.36809 7 "007.txt" "left" "left" 0.27938
0.157 1.09 180 180 1.3993 1 358.99 360.11 360.47 1.1158 0.36399 7 "007.txt" "right" "right" 0.2835
0.247 0.341 180 180 0.6653 1 373.41 373.77 374.14 0.36621 0.36212 7 "007.txt" "right" "right" 0.29909
0.068 0.551 0 0 0.8797 1 378.06 378.64 379 0.58269 0.36061 7 "007.txt" "left" "left" 0.29701
0.918 0.906 0 0 1.2473 1 382.95 383.89 384.25 0.93266 0.36223 7 "007.txt" "left" "left" 0.31464
0.111 1.25 0 0 1.5807 1 393.9 395.18 395.54 1.2825 0.36128 7 "007.txt" "left" "left" 0.2982
0.285 0.368 180 180 0.71976 1 399.12 399.51 399.88 0.39946 0.36506 7 "007.txt" "right" "right" 0.3203
0.045 2.02 0 0 2.3191 1 10.472 12.464 12.831 1.9926 0.36634 8 "008.txt" "left" "left" 0.3265
0.216 0.293 0 0 0.57886 1 16.879 17.178 17.545 0.2993 0.36686 8 "008.txt" "left" "left" 0.27956
0 0.551 0 0 0.86323 1 25.993 26.575 26.937 0.58266 0.36143 8 "008.txt" "left" "left" 0.28057
0.026 0.805 180 180 1.121 1 32.141 32.973 33.332 0.83241 0.35866 8 "008.txt" "right" "right" 0.28859
0.247 0.368 0 0 0.696 1 43.887 44.286 44.646 0.39944 0.35949 8 "008.txt" "left" "left" 0.29656
0.026 0.854 0 0 1.1651 1 48.319 49.202 49.563 0.88272 0.36141 8 "008.txt" "left" "left" 0.28238
0 1.44 0 180 1.7638 0 56.866 58.332 58.692 1.4659 0.35989 8 "008.txt" "left" "right" 0.2979
0.068 1.83 0 0 2.1284 1 62.165 64.014 64.373 1.849 0.35926 8 "008.txt" "left" "left" 0.2794
0.216 1.17 180 180 1.4627 1 79.592 80.792 81.152 1.1993 0.36008 8 "008.txt" "right" "right" 0.2634
0.088 0.271 0 0 0.59675 1 84.724 85.024 85.386 0.29925 0.36219 8 "008.txt" "left" "left" 0.2975
0.387 1.83 180 180 2.1454 1 89.423 91.272 91.633 1.849 0.36139 8 "008.txt" "right" "right" 0.2964
0.121 0.453 180 180 0.77251 1 98.136 98.619 98.979 0.4827 0.35961 8 "008.txt" "right" "right" 0.28981
0.157 2.93 180 180 3.2628 1 102.39 105.33 105.69 2.9486 0.35974 8 "008.txt" "right" "right" 0.3142
0.096 0.25 180 180 0.58072 1 109.17 109.45 109.81 0.28284 0.36222 8 "008.txt" "right" "right" 0.29788
0.143 0.854 0 0 1.1804 1 113.38 114.26 114.62 0.88279 0.36024 8 "008.txt" "left" "left" 0.29761
0.192 3.3 0 0 3.6455 1 120.08 123.41 123.77 3.3319 0.35898 8 "008.txt" "left" "left" 0.3136
0.081 1.69 180 180 2.006 1 129.01 130.73 131.09 1.7156 0.36291 8 "008.txt" "right" "right" 0.2904
0.603 0.854 0 0 1.1381 1 134.52 135.41 135.77 0.88269 0.36043 8 "008.txt" "left" "left" 0.25541
0.918 2.02 0 0 2.4224 NA 144.77 146.82 147.19 2.049 0.36636 8 "008.txt" "left" "left" 0.3734
0.603 0.625 0 0 0.94538 1 152.1 152.75 153.11 0.64945 0.35987 8 "008.txt" "left" "left" 0.29593
0.075 0.625 180 180 0.98839 1 159.25 159.9 160.26 0.64915 0.36065 8 "008.txt" "right" "right" 0.33924
0.039 1.44 0 0 1.7814 1 170.11 171.58 171.94 1.4658 0.36157 8 "008.txt" "left" "left" 0.3156
0.062 0.25 180 180 0.63085 1 176.63 176.91 177.28 0.28292 0.36732 8 "008.txt" "right" "right" 0.34793
0.011 1.83 0 0 2.1789 1 183.33 185.18 185.54 1.8491 0.36687 8 "008.txt" "left" "left" 0.3298
0.051 0.906 180 180 1.2292 1 196.47 197.4 197.76 0.93271 0.35903 8 "008.txt" "right" "right" 0.29649
0.157 1.34 180 180 1.6757 1 202.55 203.92 204.28 1.3659 0.36374 8 "008.txt" "right" "right" 0.3098
0.096 0.759 180 180 1.0723 1 209.72 210.5 210.86 0.78268 0.36106 8 "008.txt" "right" "right" 0.28962
0.103 0.315 0 0 0.64014 1 215.72 216.05 216.41 0.33276 0.36251 8 "008.txt" "left" "left" 0.30738
0.096 0.484 0 0 0.80845 1 223.75 224.26 224.62 0.51609 0.36184 8 "008.txt" "left" "left" 0.29236
0.157 0.759 0 0 1.0791 1 228.06 228.86 229.22 0.79934 0.36081 8 "008.txt" "left" "left" 0.27976
0.837 3.3 0 0 3.6119 1 234.74 238.07 238.44 3.3318 0.36182 8 "008.txt" "left" "left" 0.2801
0.173 0.271 180 180 0.59027 1 242.09 242.39 242.76 0.29955 0.36486 8 "008.txt" "right" "right" 0.29072
0.285 1.83 180 180 2.1467 1 250.44 252.29 252.65 1.8487 0.36007 8 "008.txt" "right" "right" 0.298
0.103 1.02 180 180 1.3456 1 256.97 258 258.36 1.0326 0.35876 8 "008.txt" "right" "right" 0.313
0.056 0.423 180 180 0.80092 1 264.27 264.72 265.09 0.44938 0.37186 8 "008.txt" "right" "right" 0.35154
0.76 0.71 180 180 1.0661 1 271.75 272.48 272.84 0.73282 0.36107 8 "008.txt" "right" "right" 0.33328
0.051 0.759 180 180 1.105 1 279.03 279.81 280.18 0.78272 0.36636 8 "008.txt" "right" "right" 0.32228
0.173 1.34 0 0 1.6815 1 293.42 294.79 295.15 1.3659 0.36127 8 "008.txt" "left" "left" 0.3156
0.76 1.17 0 0 1.4804 1 301.34 302.54 302.9 1.1993 0.3623 8 "008.txt" "left" "left" 0.2811
0.173 0.625 0 0 0.94544 1 306.85 307.5 307.87 0.64939 0.36307 8 "008.txt" "left" "left" 0.29605
0.285 1.02 0 0 1.3037 1 313.07 314.12 314.48 1.0492 0.35913 8 "008.txt" "left" "left" 0.2545
0.331 0.453 0 0 0.76934 1 318.07 318.55 318.91 0.48285 0.36163 8 "008.txt" "left" "left" 0.28649
0.45 0.271 0 0 0.63267 1 328.71 329.01 329.38 0.29937 0.36344 8 "008.txt" "left" "left" 0.3333
0.088 1.69 0 0 2.0328 1 335.36 337.08 337.44 1.7157 0.36304 8 "008.txt" "left" "left" 0.3171
0 0.453 0 180 0.78183 0 346.82 347.31 347.67 0.48273 0.36154 8 "008.txt" "left" "right" 0.2991
0.111 0.516 180 180 0.81411 1 352.84 353.39 353.75 0.54943 0.36363 8 "008.txt" "right" "right" 0.26468
0.045 0.453 0 180 0.79763 0 360.94 361.42 361.78 0.48279 0.35932 8 "008.txt" "left" "right" 0.31484
0.45 0.588 0 0 0.88734 1 367.97 368.58 368.94 0.61586 0.36107 8 "008.txt" "left" "left" 0.27148
0.603 0.759 0 0 1.0508 1 373.1 373.88 374.25 0.78268 0.36366 8 "008.txt" "left" "left" 0.26812
0.837 0.71 0 0 0.95625 1 377.7 378.43 378.79 0.73268 0.36229 8 "008.txt" "left" "left" 0.22357
0.681 0.293 0 0 0.60458 1 382.93 383.25 383.61 0.31611 0.35953 8 "008.txt" "left" "left" 0.28847
0.011 0.271 0 0 0.59095 1 387.03 387.33 387.69 0.29952 0.36354 8 "008.txt" "left" "left" 0.29143
0.075 0.759 180 180 1.045 1 391.36 392.14 392.51 0.78263 0.36324 8 "008.txt" "right" "right" 0.26237
0.121 2.02 0 0 2.3755 1 397.39 399.44 399.8 2.0488 0.36328 8 "008.txt" "left" "left" 0.3267
